Name,Arp,RA,Dec,Diam
,2048-440,312.9597,-43.9051,1.1
,2048-485,313.038,-48.7782,2.2
,2048-711,313.4173,-71.1425,0.8
,2048-711,313.4296,-71.0207,0.8
,2049-635,313.3175,-63.6458,0.2
,2049-522,313.1765,-52.2294,0.6
,2049-532,313.1948,-53.2527,1.2
,2049-691,313.5297,-69.0386,0.5
,2049-390,313.2354,-38.9274,0.3
,2052-301,313.7711,-30.127,0.5
,2052-311,313.7799,-31.092,2.0
,2052-270,313.7853,-26.872,0.7
,2052-434,313.8755,-43.6001,0.2
,2052-260,313.8309,-25.8951,1.0
,2052-440,313.985,-43.8164,0.6
,2052-252,313.8987,-25.2149,0.9
,2052-221,313.9146,-22.0631,0.8
,2053-234,314.0956,-23.5825,0.1
,2053-664,314.4789,-66.4885,0.3
,2053-232,314.1983,-23.2655,0.4
,2054-520,314.4718,-51.8748,17.9
,2054-245,314.3419,-24.7483,0.7
,2054-433,314.4554,-43.3648,1.6
,2054-433,314.4597,-43.3864,1.6
,2054-335,314.4455,-33.6997,0.2
,2054-244,314.4453,-24.6263,0.9
,2054-232,314.4439,-23.288,0.4
,2055-492,314.6402,-49.2858,1.2
,2055-321,314.5496,-32.041,5.8
,2055-425,314.6128,-42.6492,0.7
,2055-483,314.6572,-48.3058,0.6
,2055-541,314.7093,-54.1357,3.8
,2055-425,314.6211,-42.6575,1.1
,2055-314,314.605,-31.4741,0.4
,2055-313,314.609,-31.4358,0.4
,2055-521,314.7966,-52.007,0.3
,2056-825,316.203,-82.7294,0.4
,2056-425,314.8669,-42.7733,0.8
,2056-272,314.8101,-27.23,0.2
,2056-714,315.4091,-71.6005,0.6
,2056-392,315.0327,-39.2994,4.9
,2057-650,315.3407,-64.9654,1.1
,2057-572,315.2448,-57.2289,0.7
,2058-241,315.3167,-24.0783,0.4
,2058-381,315.4122,-38.0797,0.7
,2058-325,315.4512,-32.7895,2.2
,2058-235,315.4605,-23.6411,1.0
,2059-730,316.1092,-72.8081,7.2
,2100-583,316.0212,-58.3762,0.5
,2100-503,315.9522,-50.373,1.3
,2100-393,315.8894,-39.4464,1.6
,2100-280,315.8527,-27.8565,1.3
,2100-725,316.409,-72.7838,1.3
,2100-262,315.9121,-26.1979,0.2
,2100-381,315.9815,-38.0778,1.0
,2100-434,316.039,-43.551,0.2
,2101-271,316.0071,-27.0193,0.5
,2101-353,316.0627,-35.3741,0.4
,2101-480,316.1437,-47.8406,1.3
,2101-221,316.0409,-22.0758,0.5
,2101-215,316.1021,-21.7806,1.5
,2102-453,316.5208,-45.441,2.0
,2102-234,316.417,-23.5529,0.7
,2102-252,316.4322,-25.2411,1.7
,2102-253,316.4577,-25.3577,0.9
,2103-434,316.5911,-43.5074,4.0
,2103-450,316.6952,-44.8237,1.6
,2103-724,317.1801,-72.5862,0.1
,2103-474,316.8098,-47.5551,0.4
,2103-301,316.7276,-30.0968,0.5
,2103-550,316.8904,-54.9532,2.0
,2104-241,316.7851,-24.045,1.1
,2104-810,317.8996,-80.843,0.6
,2104-574,317.0838,-57.4993,0.5
,2105-855,319.4825,-85.7601,0.3
,2105-632,317.3004,-63.2837,1.7
,2105-400,317.1715,-39.8721,0.4
,2105-400,317.2004,-39.8537,0.5
,2105-240,317.1384,-23.9604,0.8
,2105-530,317.3726,-52.9299,1.8
,2105-243,317.215,-24.3852,0.6
,2106-624,317.5294,-62.5996,1.0
,2106-270,317.2752,-26.9117,0.6
,2106-641,317.5863,-64.0428,2.0
,2106-382,317.3701,-38.2164,0.4
,2106-272,317.3263,-27.1898,0.7
,2106-453,317.4633,-45.4395,0.3
,2106-454,317.4681,-45.5345,1.1
,2106-230,317.3629,-22.878,2.1
,2106-500,317.5122,-49.8544,0.3
,2106-374,317.5034,-37.501,11.2
,2107-474,317.6355,-47.509,0.7
,2107-242,317.5762,-24.224,1.2
,2107-425,317.7194,-42.6403,0.2
,2107-461,317.7457,-46.0719,2.7
,2108-452,317.8814,-45.2698,0.6
,2108-672,318.3152,-67.2905,0.3
,2109-220,317.9998,-21.8726,0.5
,2109-585,318.2709,-58.7304,0.4
,2109-583,318.2921,-58.4303,1.3
,2109-585,318.3494,-58.7151,0.5
,2109-633,318.4224,-63.335,1.8
,2109-613,318.466,-61.2931,1.6
,2110-432,318.3499,-43.2032,0.7
,2110-810,319.4577,-80.9496,0.3
,2111-274,318.6958,-27.487,0.2
,2112-470,318.8839,-46.7932,1.6
,2112-483,319.0656,-48.4243,0.2
,2112-705,319.4117,-70.6504,10.3
,2113-593,319.235,-59.3339,0.9
,2113-483,319.2024,-48.4139,0.2
,2113-422,319.1831,-42.2605,1.0
,2113-560,319.3004,-55.9403,0.2
,2113-422,319.2288,-42.2621,1.0
,2113-590,319.4239,-58.8683,1.7
,2113-341,319.2605,-33.9902,1.6
,2114-412,319.3766,-41.2499,0.7
,2114-483,319.4637,-48.3947,1.7
,2114-484,319.4938,-48.5379,0.3
,2114-483,319.497,-48.4046,1.7
,2114-440,319.4753,-43.8963,1.7
,2114-440,319.4754,-43.9213,1.7
,2114-463,319.5073,-46.3045,1.6
,2115-574,319.7355,-57.509,0.5
,2115-273,319.5894,-27.3508,1.0
,2115-484,319.7554,-48.5638,1.7
,2115-743,320.214,-74.3264,0.7
,2115-685,320.0909,-68.7298,0.2
,2116-725,320.2592,-72.7661,0.6
,2116-220,319.9426,-21.828,0.6
,2116-395,320.0289,-39.7645,2.8
,2117-371,320.1144,-36.9992,0.3
,2117-472,320.1857,-47.2007,1.2
,2117-672,320.4327,-67.2237,0.2
,2117-682,320.4534,-68.1686,0.2
,2117-673,320.4477,-67.3453,0.2
,2117-515,320.3025,-51.7338,1.3
,2117-673,320.5597,-67.3716,0.4
,2118-464,320.3393,-46.5969,0.2
,2118-673,320.6834,-67.3629,0.3
,2118-695,320.8533,-69.6841,1.5
,2119-503,320.6572,-50.4443,3.4
,2119-695,320.9342,-69.6222,1.4
,2119-365,320.6322,-36.6793,3.6
,2119-272,320.6325,-27.1792,0.9
,2119-475,320.7697,-47.6506,1.2
,2120-362,320.9204,-36.1234,0.3
,2141-515,326.3142,-51.6961,0.6
,2122-394,321.361,-39.5237,0.3
,2122-402,321.3815,-40.272,1.1
,2122-452,321.5005,-45.1466,0.4
,2122-410,321.5049,-40.8316,1.0
,2123-513,321.813,-51.3391,0.3
,2124-393,321.8424,-39.4422,0.4
,2124-270,321.8121,-26.7872,0.7
,2124-841,323.3805,-83.9665,0.1
,2125-532,322.1467,-53.1298,0.9
,2125-380,322.0547,-37.8599,1.8
,2125-533,322.3058,-53.3209,0.3
,2125-280,322.2154,-27.866,0.7
,2126-565,322.503,-56.7521,0.5
,2126-395,322.425,-39.6721,1.4
,2126-601,322.6752,-60.0033,1.3
,2127-403,322.5951,-40.4366,1.8
,2127-443,322.646,-44.4332,0.7
,2127-751,323.2234,-75.1005,0.7
,2127-221,322.6559,-22.0347,0.9
,2128-291,322.7688,-29.0394,0.3
,2128-302,322.7861,-30.271,1.1
,2128-371,322.8734,-37.0541,0.5
,2128-380,322.9185,-37.7957,0.5
,2128-430,322.9443,-42.8489,2.7
,2128-461,322.9671,-46.0572,2.5
,2128-380,322.9518,-37.8189,0.4
,2128-461,323.0209,-46.0437,2.5
,2128-501,323.0638,-50.0137,0.6
,2129-474,323.1462,-47.4851,2.1
,2129-441,323.1462,-44.07,1.8
,2129-343,323.1316,-34.4083,0.2
,2129-253,323.2124,-25.3397,0.4
,2130-294,323.3693,-29.5093,0.8
,2130-413,323.5218,-41.3722,0.4
,2130-260,323.4678,-25.8173,0.4
,2131-700,323.8795,-69.8266,0.2
,2131-833,324.8636,-83.3352,1.3
,2131-495,323.6589,-49.7102,0.7
,2131-333,323.597,-33.4186,0.2
,2131-333,323.6011,-33.3853,0.9
,2131-254,323.633,-25.4802,0.6
,2131-372,323.6922,-37.1284,0.6
,2131-572,323.8282,-57.1382,0.3
,2131-562,323.8361,-56.2398,1.0
,2132-500,323.8388,-49.9364,2.7
,2132-513,323.9027,-51.3145,0.3
,2132-664,324.11,-66.4809,1.1
,2132-390,323.8789,-38.8562,0.2
,2132-643,324.1085,-64.4275,0.3
,2132-244,323.8416,-24.4779,0.7
,2132-265,323.8535,-26.6612,0.4
,2132-535,324.0456,-53.6908,0.5
,2132-722,324.3504,-72.127,0.2
,2133-544,324.1275,-54.5573,8.1
,2133-384,324.0436,-38.5424,1.1
,2133-451,324.1398,-45.0638,0.7
,2134-471,324.359,-47.0349,2.0
,2134-322,324.2904,-32.2366,0.5
,2134-481,324.456,-47.9463,2.2
,2134-425,324.488,-42.7178,0.9
,2134-425,324.5339,-42.761,1.2
,2135-592,324.8727,-59.2552,0.5
,2136-492,324.858,-49.1618,7.6
,2136-640,325.0057,-63.9049,0.5
,2136-640,325.116,-63.8112,0.6
,2137-565,325.1994,-56.7526,0.4
,2137-695,325.4577,-69.6254,0.4
,2137-515,325.3239,-51.7622,1.1
,2137-490,325.3084,-48.9005,0.3
,2137-610,325.4209,-60.8903,0.3
,2138-545,325.3924,-54.6903,0.4
,2138-461,325.4857,-46.0083,0.4
,2138-643,325.683,-64.4347,0.6
,2139-641,325.7397,-64.0745,0.4
,2139-525,325.6501,-52.6996,11.2
,2139-450,325.6075,-44.7946,1.6
,2139-643,325.8215,-64.2976,0.4
,2139-481,325.6801,-47.9911,9.0
,2139-704,326.0747,-70.4421,1.3
,2140-492,325.8415,-49.2474,0.3
,2140-652,326.0528,-65.112,0.4
,2140-493,325.9374,-49.3271,0.4
,2141-342,326.1389,-34.1065,0.9
,2141-491,326.2257,-49.013,0.5
,2141-491,326.3169,-49.0061,0.8
,2142-725,326.6897,-72.7338,0.4
,2142-490,326.4608,-48.8107,0.7
,2142-523,326.5422,-52.2688,1.5
,2143-481,326.5676,-47.9687,0.6
,2143-464,326.5632,-46.5187,1.1
,2143-464,326.5715,-46.5187,4.9
,2143-492,326.7535,-49.1932,0.4
,2143-872,329.6491,-87.1143,0.7
,2144-360,326.7856,-35.7914,0.6
,2144-350,326.8526,-34.8879,0.3
,2144-504,327.0154,-50.5642,3.6
,2144-590,327.1286,-58.8823,0.2
,2144-705,327.3169,-70.7054,0.5
,2145-591,327.1507,-59.0222,0.1
,2145-483,327.0762,-48.3857,0.4
,2145-351,327.0772,-34.9539,1.1
,2145-642,327.2866,-64.177,0.2
,2145-351,327.0814,-34.9506,0.4
,2145-322,327.0789,-32.1406,0.3
,2145-543,327.2869,-54.3052,0.4
,2145-223,327.1498,-22.402,0.3
,2145-814,328.1122,-81.5324,9.0
,2146-504,327.4178,-50.5981,0.5
,2146-350,327.4425,-34.8746,3.1
,2147-815,328.4437,-81.6565,0.9
,2147-555,327.6631,-55.7542,1.0
,2147-612,327.7905,-61.1989,0.5
,2147-612,327.8025,-61.1639,0.3
,2147-544,327.7528,-54.5506,0.7
,2147-611,327.85,-60.9787,0.8
,2147-490,327.7755,-48.8088,0.7
,2148-805,328.6138,-80.6342,0.9
,2148-725,328.2387,-72.6897,1.3
,2148-432,327.9396,-43.1283,0.8
,2148-634,328.1749,-63.5663,0.2
,2149-483,328.0924,-48.3996,0.8
,2149-620,328.3526,-61.8974,0.6
,2150-673,328.6321,-67.3235,0.2
,2150-575,328.5198,-57.6153,2.0
,2150-241,328.3568,-24.0205,0.7
,2150-451,328.4682,-45.082,0.2
,2151-702,329.0376,-70.1342,0.3
,2152-562,328.9333,-56.1075,2.2
,2152-612,329.0565,-61.254,0.5
,2152-371,328.909,-36.9908,1.2
,2152-592,329.0842,-59.1172,0.7
,2153-462,329.2414,-46.1634,6.7
,2154-512,329.3329,-51.2182,0.8
,2154-382,329.2754,-38.2416,1.0
,2154-253,329.2343,-25.3516,0.8
,2154-592,329.4082,-59.2514,0.8
,2154-371,329.2787,-36.9982,1.8
,2154-603,329.489,-60.3095,0.7
,2154-382,329.4329,-38.1595,1.1
,2154-521,329.525,-52.0794,0.3
,2154-584,329.6046,-58.5725,0.2
,2155-670,329.7453,-66.7823,0.4
,2155-694,329.7983,-69.4839,0.7
,2155-451,329.5633,-45.0225,0.4
,2155-273,329.5359,-27.3909,1.3
,2155-665,329.7986,-66.7555,0.4
,2155-343,329.5801,-34.3075,0.6
,2155-263,329.6533,-26.3806,0.4
,2156-441,329.8901,-43.9651,0.2
,2156-232,329.8352,-23.2535,0.4
,2156-480,329.939,-47.85,0.5
,2157-581,330.1457,-58.0029,0.5
,2158-424,330.3936,-42.4488,1.0
,2158-433,330.4183,-43.3138,0.5
,2158-261,330.3838,-25.9721,0.5
,2215-483,334.5938,-48.2509,0.5
,2158-515,330.5216,-51.7452,2.7
,2158-374,330.4641,-37.4286,0.2
,2159-320,330.4982,-31.8652,1.8
,2159-321,330.511,-31.9702,0.6
,2159-321,330.5318,-31.9951,2.0
,2159-541,330.6574,-54.0766,2.2
,2159-513,330.6722,-51.2982,4.5
,2159-472,330.7111,-47.1981,3.1
,2159-434,330.7011,-43.4447,0.7
,2159-330,330.68,-32.8031,1.7
,2200-662,331.1093,-66.119,0.7
,2200-715,331.2514,-71.7021,13.4
,2201-653,331.2562,-65.4153,0.2
,2201-230,331.0816,-22.7971,0.3
,2201-411,331.1678,-41.0236,1.3
,2201-583,331.278,-58.2885,3.8
,2202-701,331.7228,-69.9359,0.4
,2202-754,331.8727,-75.4374,0.4
,2203-281,331.5498,-27.9593,0.7
,2203-440,331.6075,-43.8376,0.6
,2203-430,331.6447,-42.8608,1.1
,2204-311,331.7215,-31.0523,1.1
,2204-463,331.7814,-46.4189,0.2
,2204-525,332.0154,-52.715,1.6
,2205-575,332.1247,-57.5931,0.6
,2205-564,332.1364,-56.4348,1.1
,2205-291,332.1018,-29.0514,0.6
,2206-272,332.2294,-27.2211,0.4
,2206-280,332.2727,-27.8077,2.9
,2206-501,332.3682,-50.0075,0.5
,2206-272,332.3,-27.1693,1.1
,2206-634,332.5408,-63.4756,0.4
,2206-253,332.3449,-25.4175,0.5
,2206-500,332.45,-49.8023,0.7
,2206-380,332.4677,-37.9156,0.8
,2207-670,332.6963,-66.8653,0.8
,2207-380,332.65,-37.8052,0.7
,2207-515,332.7386,-51.7117,0.1
,2207-225,332.6451,-22.6551,6.0
,2207-573,332.7972,-57.3299,0.7
,2207-535,332.8041,-53.6116,0.9
,2208-251,332.7265,-25.075,6.0
,2208-304,332.8047,-30.5681,2.7
,2208-460,332.9031,-45.9113,0.2
,2208-340,332.9231,-33.8829,1.0
,2208-625,333.0861,-62.7243,0.6
,2209-715,333.2883,-71.7507,0.9
,2209-543,333.0819,-54.2959,2.0
,2209-432,333.028,-43.176,0.5
,2209-280,333.0419,-27.8293,0.3
,2209-472,333.1209,-47.2225,1.6
,2209-280,333.0544,-27.8642,0.6
,2209-361,333.1544,-35.9607,0.7
,2209-532,333.2367,-53.2322,1.8
,2209-382,333.187,-38.174,0.5
,2209-382,333.187,-38.174,0.5
,2209-711,333.5075,-71.0552,0.3
,2210-490,333.299,-48.8454,0.9
,2210-814,334.0302,-81.5546,0.9
,2210-284,333.2642,-28.5238,0.4
,2210-462,333.3396,-46.1203,0.1
,2210-262,333.2824,-26.1487,1.8
,2210-303,333.2946,-30.3887,0.6
,2210-371,333.3158,-37.0153,0.2
,2210-274,333.3778,-27.5568,1.3
,2210-693,333.6806,-69.3614,2.0
,2210-215,333.4163,-21.7317,1.3
,2210-620,333.6181,-61.8198,0.4
,2210-243,333.4439,-24.335,0.2
,2211-365,333.5182,-36.6799,0.4
,2211-670,333.7354,-66.8479,4.7
,2211-405,333.6197,-40.6563,1.2
,2211-654,333.8211,-65.5527,1.2
,2211-390,333.6751,-38.8046,4.0
,2211-274,333.6686,-27.4679,1.6
,2211-510,333.7775,-50.751,0.5
,2212-365,333.8671,-36.6958,0.4
,2212-503,333.9779,-50.2556,0.5
,2212-550,334.0088,-54.8172,0.7
,2213-265,334.0281,-26.6871,1.3
,2213-703,334.4362,-70.3782,0.5
,2213-363,334.2025,-36.4017,1.5
,2213-425,334.2255,-42.745,0.5
,2214-620,334.3955,-61.8615,0.2
,2214-481,334.3151,-48.0632,0.3
,2214-451,334.3139,-45.0665,1.3
,2214-524,334.4338,-52.5213,0.5
,2214-530,334.4646,-52.8379,0.5
,2214-470,334.4673,-46.9129,0.7
,2214-520,334.5041,-51.7661,0.1
,2215-475,334.5286,-47.6277,0.4
,2215-425,334.5323,-42.681,9.9
,2216-802,335.5575,-80.2345,0.2
,2217-355,335.0264,-35.5983,0.1
,2217-474,335.1498,-47.4448,0.4
,2217-325,335.1048,-32.6865,1.6
,2217-383,335.1433,-38.3398,1.1
,2217-490,335.2099,-48.773,1.2
,2217-245,335.1871,-24.6796,3.6
,2218-440,335.2798,-43.8795,0.3
,2218-351,335.2613,-34.9828,0.1
,2218-340,335.3201,-33.8194,0.4
,2218-840,336.3707,-83.8166,0.4
,2219-384,335.4845,-38.5491,0.7
,2219-255,335.468,-25.5824,0.8
,2219-483,335.6186,-48.4055,0.5
,2219-235,335.5462,-23.6022,0.3
,2219-432,335.6257,-43.1938,1.1
,2219-265,335.633,-26.7454,0.7
,2219-234,335.6375,-23.512,0.5
,2219-571,335.7786,-56.9919,0.4
,2220-421,335.7662,-41.9335,7.6
,2220-493,335.801,-49.2901,0.4
,2220-291,335.776,-28.9534,1.1
,2220-632,336.0074,-63.1914,0.9
,2220-423,335.8919,-42.2782,2.7
,2220-661,336.0676,-66.0397,0.6
,2220-460,335.9352,-45.9015,0.5
,2220-374,335.9459,-37.4314,0.2
,2220-382,335.9775,-38.2214,0.9
,2221-545,336.0989,-54.6545,0.2
,2221-413,336.067,-41.3512,0.8
,2221-625,336.2375,-62.646,0.4
,2222-420,336.2472,-41.8242,0.5
,2222-572,336.3296,-57.0891,0.2
,2222-313,336.3393,-31.3556,0.3
,2222-863,338.0235,-86.2539,1.3
,2222-275,336.3671,-27.6939,1.3
,2222-641,336.6061,-64.0086,0.2
,2223-635,336.6649,-63.7001,2.5
,2223-310,336.5333,-30.8719,2.5
,2223-345,336.5482,-34.7219,4.5
,2223-641,336.7097,-64.0434,0.2
,2223-373,336.5686,-37.3752,0.9
,2223-284,336.573,-28.5535,0.3
,2223-523,336.7606,-52.2582,1.1
,2224-310,336.7245,-30.8866,1.4
,2224-581,336.8526,-57.9331,0.4
,2224-405,336.8282,-40.6264,0.6
,2224-490,336.8604,-48.9097,0.2
,2224-352,336.9025,-35.1562,0.1
,2225-635,337.1513,-63.6059,0.8
,2225-795,337.5693,-79.6971,0.7
,2225-295,337.1412,-29.7407,0.4
,2225-250,337.1501,-24.8457,0.5
,2226-584,337.3275,-58.4121,0.1
,2226-655,337.4782,-65.6602,2.0
,2226-502,337.3926,-50.172,0.4
,2226-652,337.51,-65.1768,0.5
,2227-304,337.4591,-30.5218,0.7
,2227-271,337.6622,-26.9314,1.1
,2228-423,337.9086,-42.2577,0.4
,2229-281,338.0015,-28.0225,0.7
,2229-524,338.154,-52.5522,0.3
,2229-372,338.1086,-37.1873,0.9
,2229-295,338.1258,-29.5789,0.5
,2229-735,338.455,-73.6852,0.4
,2230-373,338.3249,-37.3185,0.6
,2230-273,338.3115,-27.2486,0.9
,2230-284,338.3185,-28.4802,0.1
,2230-373,338.3416,-37.3618,0.6
,2230-380,338.3636,-37.7735,0.2
,2230-645,338.5243,-64.6966,2.9
,2230-481,338.4319,-48.0234,0.4
,2230-374,338.4043,-37.4784,0.3
,2231-371,338.4694,-37.0449,0.2
,2231-374,338.645,-37.448,1.0
,2232-510,338.9291,-50.8892,0.7
,2232-394,338.9044,-39.5608,0.6
,2232-470,338.9786,-46.8207,0.4
,2233-384,339.0048,-38.4107,0.2
,2233-594,339.2501,-59.5503,0.4
,2233-594,339.2994,-59.5119,0.5
,2234-553,339.3898,-55.3084,0.5
,2234-371,339.4242,-36.9416,7.4
,2234-371,339.4533,-36.9532,7.4
,2236-665,339.9809,-66.7257,1.1
,2236-260,339.805,-25.8426,0.7
,2236-331,339.8502,-33.0108,0.3
,2236-421,339.8749,-42.0525,1.5
,2236-364,339.8962,-36.4058,0.9
,2237-375,340.1072,-37.6887,0.9
,2237-481,340.1686,-47.9403,0.5
,2237-310,340.1857,-30.8036,1.1
,2237-610,340.3001,-60.7535,0.3
,2238-272,340.2235,-27.1885,1.1
,2238-621,340.3715,-62.0384,0.1
,2238-653,340.3994,-65.31,1.0
,2238-610,340.3704,-60.7584,0.3
,2238-351,340.341,-34.9634,0.5
,2238-242,340.3629,-24.19,1.0
,2238-323,340.3845,-32.3233,0.2
,2238-575,340.4997,-57.6965,0.2
,2238-541,340.4884,-53.9948,0.9
,2238-462,340.4605,-46.0982,0.4
,2238-425,340.474,-42.5948,9.0
,2239-320,340.4789,-31.8165,0.5
,2239-371,340.5455,-37.0147,0.2
,2239-575,340.6814,-57.6445,0.1
,2239-372,340.6415,-37.1829,1.1
,2239-760,340.9412,-75.7693,0.3
,2239-285,340.6255,-28.5779,0.6
,2239-431,340.6617,-42.9128,0.7
,2239-331,340.6519,-32.9895,0.2
,2240-370,340.8815,-36.8675,0.9
,2240-325,340.8922,-32.6991,2.0
,2240-892,346.8969,-89.1192,1.2
,2240-304,340.908,-30.4808,0.4
,2240-364,340.9219,-36.4324,0.2
,2240-285,340.9373,-28.5924,0.6
,2241-330,341.046,-32.7439,2.0
,2242-575,341.2854,-57.6602,0.3
,2242-342,341.2114,-34.2136,0.4
,2242-595,341.4457,-59.5999,0.2
,2243-525,341.5717,-52.7147,11.2
,2243-650,341.6539,-64.893,5.6
,2243-523,341.5987,-52.238,0.1
,2244-651,341.8369,-65.0644,0.4
,2244-390,341.7291,-38.7628,0.9
,2244-621,341.9652,-61.9375,0.9
,2244-520,341.9284,-51.8375,0.9
,2244-614,341.9863,-61.4058,1.1
,2244-390,341.8994,-38.8009,0.4
,2244-702,342.1272,-70.1956,0.9
,2245-665,342.1327,-66.7256,0.5
,2245-583,342.075,-58.334,1.3
,2245-342,342.0587,-34.1739,0.6
,2245-401,342.0892,-39.9556,0.4
,2245-584,342.1622,-58.4038,0.5
,2245-620,342.2533,-61.782,0.6
,2246-330,342.2261,-32.8487,0.2
,2246-581,342.3293,-57.9369,6.3
,2246-295,342.2611,-29.7053,0.2
,2246-374,342.3528,-37.4735,0.4
,2246-490,342.4186,-48.8517,2.2
,2247-892,348.0631,-89.1325,1.2
,2247-283,342.4664,-28.4,0.5
,2247-430,342.5657,-42.7899,0.6
,2247-515,342.64,-51.6214,0.5
,2247-440,342.6184,-43.8248,0.8
,2247-515,342.6525,-51.6497,0.5
,2248-323,342.7112,-32.3846,1.3
,2248-271,342.7131,-26.9913,0.3
,2248-332,342.7375,-33.0729,0.3
,2248-324,342.8985,-32.5544,0.4
,2249-291,343.1617,-29.0573,0.9
,2250-605,343.2916,-60.7005,1.6
,2250-533,343.4047,-53.3603,0.4
,2251-372,343.5601,-37.0867,1.1
,2251-360,343.5865,-35.85,0.3
,2251-330,343.5886,-32.8184,0.7
,2251-500,343.694,-49.8016,0.3
,2252-362,343.7326,-36.2015,0.1
,2252-340,343.8316,-33.8897,1.8
,2253-353,344.171,-35.3426,0.2
,2254-373,344.2292,-37.3492,2.7
,2254-364,344.2979,-36.4641,3.6
,2254-652,344.4699,-65.2205,0.1
,2254-342,344.3762,-34.0923,0.5
,2254-524,344.4781,-52.5038,0.4
,2255-450,344.4958,-44.8055,0.6
,2255-652,344.5888,-65.1304,15.7
,2255-475,344.6531,-47.6803,0.9
,2256-254,344.7558,-25.5285,0.7
,2256-584,344.8792,-58.4433,1.1
,2256-480,344.8609,-47.8933,0.4
,2256-675,345.0013,-67.6715,0.9
,2256-675,345.0509,-67.6881,0.2
,2256-221,344.9084,-22.0249,0.5
,2257-401,345.0608,-39.9147,0.7
,2257-651,345.1606,-64.928,0.6
,2257-372,345.0924,-37.2047,0.7
,2257-661,345.2513,-66.0229,0.9
,2257-635,345.2469,-63.6529,1.0
,2258-441,345.2817,-43.9611,0.2
,2258-441,345.2983,-43.9444,0.2
,2258-595,345.377,-59.636,0.4
,2258-291,345.3476,-29.0377,0.2
,2258-412,345.4203,-41.1226,0.3
,2259-252,345.5577,-25.2108,0.2
,2259-692,345.7609,-69.2106,0.9
,2259-243,345.6353,-24.3223,0.4
,2300-383,345.7132,-38.3089,0.6
,2300-465,345.7448,-46.7055,11.4
,2300-511,345.7775,-50.9305,0.4
,2300-672,345.9407,-67.2137,2.0
,2300-461,345.8633,-46.0454,1.3
,2301-263,345.9377,-26.3436,2.7
,2301-290,345.9539,-28.7436,13.4
,2301-441,346.0699,-44.0168,0.4
,2302-300,346.2963,-29.8049,0.4
,2302-224,346.3479,-22.5098,0.4
,2302-322,346.3624,-32.1431,0.4
,2302-515,346.4384,-51.6814,0.5
,2303-321,346.6362,-31.9445,0.4
,2303-443,346.6926,-44.2494,1.0
,2304-431,346.7353,-42.9027,1.6
,2304-431,346.8016,-42.8976,0.6
,2304-410,346.8058,-40.8943,1.1
,2304-490,346.9356,-48.7491,0.9
,2305-282,347.0585,-28.184,0.4
,2306-400,347.1938,-39.8072,1.1
,2306-465,347.2248,-46.6738,0.4
,2306-220,347.187,-21.7655,1.7
,2306-721,347.4186,-72.012,1.6
,2306-632,347.3528,-63.1187,0.5
,2306-485,347.4532,-48.5786,2.0
,2307-664,347.6082,-66.4817,0.4
,2307-254,347.5203,-25.4768,1.7
,2307-861,348.3903,-85.9613,0.1
,2307-331,347.6723,-33.015,0.4
,2308-383,347.7182,-38.3066,0.7
,2308-634,347.8624,-63.4865,1.4
,2308-682,347.9246,-68.0947,2.0
,2308-324,347.821,-32.4532,0.7
,2308-271,347.834,-26.9148,0.4
,2309-311,348.0057,-30.9113,0.1
,2309-235,348.0543,-23.6079,3.0
,2309-440,348.0893,-43.7912,1.6
,2310-372,348.1855,-37.2144,2.2
,2310-404,348.3528,-40.4659,0.7
,2310-685,348.4638,-68.6225,3.4
,2310-615,348.4315,-61.6525,1.0
,2310-283,348.397,-28.3776,4.0
,2310-503,348.4437,-50.3442,0.6
,2311-503,348.4644,-50.3442,0.6
,2311-424,348.4518,-42.4775,0.1
,2311-425,348.4687,-42.6058,0.4
,2311-472,348.5856,-47.1974,0.4
,2312-380,348.7262,-37.8572,0.6
,2312-535,348.7754,-53.6555,0.5
,2312-384,348.885,-38.5371,1.0
,2312-591,348.9457,-59.0537,0.8
,2313-261,348.9426,-25.9054,0.4
,2313-504,349.1233,-50.4219,0.6
,2314-225,349.1759,-22.6785,1.6
,2315-460,349.4617,-45.8065,0.1
,2315-690,349.6176,-68.8147,0.6
,2315-495,349.5896,-49.6064,0.3
,2315-423,349.6008,-42.3747,40.3
,2316-272,349.6839,-27.1313,2.2
,2316-665,349.7853,-66.6746,0.5
,2316-520,349.8306,-51.7612,0.5
,2316-393,349.8241,-39.2762,0.9
,2316-225,349.8162,-22.6546,4.0
,2316-315,349.8845,-31.6728,0.6
,2316-395,349.9243,-39.6228,0.2
,2317-555,349.9731,-55.7211,0.7
,2317-672,350.0352,-67.1477,0.6
,2317-564,350.0041,-56.4494,0.4
,2317-672,350.0517,-67.151,0.5
,2317-564,350.0414,-56.481,0.6
,2317-554,350.0675,-55.446,0.4
,2317-420,350.1433,-41.7993,1.3
,2317-692,350.2623,-69.2142,0.3
,2318-461,350.1958,-45.9209,0.2
,2318-365,350.1941,-36.6609,0.4
,2318-225,350.2237,-22.6409,0.5
,2318-461,350.2539,-45.9458,0.2
,2319-274,350.4159,-27.5457,0.3
,2319-481,350.4648,-47.9373,0.9
,2319-424,350.497,-42.4806,7.6
,2319-325,350.4963,-32.629,0.2
,2319-234,350.5073,-23.5056,0.5
,2319-425,350.5428,-42.5956,0.6
,2319-595,350.6135,-59.7005,0.3
,2320-524,350.7474,-52.4871,1.0
,2320-314,350.7608,-31.4188,0.1
