Name,Arp,RA,Dec,Diam
,0234-652,38.8441,-65.2594,0.3
,0234-325,39.136,-32.7632,0.1
,0234-503,39.0377,-50.3297,19.9
,0235-503,39.1787,-50.3318,19.9
,0235-565,39.2798,-56.7739,0.5
,0235-424,39.4082,-42.4674,0.3
,0235-225,39.5167,-22.6626,0.4
,0235-503,39.3811,-50.4391,19.9
,0235-793,38.6706,-79.4247,0.3
,0235-335,39.5143,-33.706,0.4
,0236-473,39.4731,-47.4327,0.2
,0236-613,39.4458,-61.3344,7.2
,0236-310,39.6931,-30.8099,0.9
,0236-530,39.5945,-52.7848,0.6
,0236-273,39.7607,-27.4468,1.1
,0236-582,39.5674,-58.1548,0.2
,0236-582,39.5955,-58.2348,0.7
,0237-525,39.6858,-52.7784,0.6
,0238-615,40.0082,-61.6645,0.1
,0238-792,39.4054,-79.2019,0.5
,0239-334,40.2713,-33.59,0.4
,0239-614,40.1262,-61.5149,0.1
,0239-273,40.4225,-27.3055,1.1
,0239-590,40.2507,-58.8869,0.7
,0240-242,40.6299,-24.2311,0.4
,0240-635,40.376,-63.6391,0.3
,0240-600,40.5614,-59.8962,0.2
,0241-614,40.5551,-61.6196,0.2
,0241-223,40.8738,-22.4352,0.4
,0241-424,40.8194,-42.5735,0.5
,0242-600,40.9624,-59.9408,2.5
,0242-244,41.1987,-24.5163,0.5
,0242-474,41.1198,-47.5428,0.3
,0242-432,41.206,-43.2047,0.2
,0243-242,41.3208,-24.1316,0.7
,0243-281,41.4055,-27.9619,2.2
,0243-653,41.1725,-65.4066,3.6
,0244-702,41.1727,-70.1351,1.1
,0244-302,41.5787,-30.2825,9.0
,0244-530,41.4514,-52.869,0.2
,0244-250,41.6424,-24.8643,0.9
,0244-612,41.3957,-61.2856,0.4
,0244-475,41.5752,-47.6943,0.5
,0244-531,41.5408,-53.0676,0.1
,0244-225,41.7217,-22.6446,1.0
,0244-290,41.7174,-28.9396,0.2
,0244-360,41.7486,-35.8298,0.5
,0245-233,41.9147,-23.3002,0.4
,0246-472,42.0854,-47.1443,0.5
,0246-694,41.8441,-69.5656,0.8
,0247-421,42.2303,-42.0514,0.3
,0247-304,42.3964,-30.5818,0.7
,0247-252,42.4313,-25.2236,0.2
,0247-690,42.0342,-68.9196,0.7
,0247-713,42.0157,-71.4479,0.9
,0248-523,42.4467,-52.3855,0.5
,0248-470,42.5154,-46.799,0.2
,0248-494,42.6483,-49.5878,1.1
,0248-270,42.7862,-26.9497,2.2
,0249-271,42.8277,-26.9699,2.2
,0249-551,42.7169,-54.9748,2.6
,0250-405,43.0064,-40.7272,1.6
,0250-310,43.2268,-30.8612,10.8
,0251-345,43.2917,-34.7315,0.9
,0251-374,43.4022,-37.5102,0.5
,0252-555,43.3842,-55.7853,0.4
,0253-273,43.9196,-27.4252,1.6
,0253-475,43.9076,-47.7053,0.2
,0254-604,43.8279,-60.5402,0.3
,0254-425,44.0033,-42.7922,0.5
,0254-292,44.1112,-29.2808,0.3
,0254-404,44.1874,-40.5162,0.4
,0256-364,44.7285,-36.6113,0.8
,0257-372,44.7542,-37.2447,0.4
,0257-370,44.9885,-36.9422,5.0
,0300-402,45.4975,-40.2606,0.5
,0300-243,45.6251,-24.4576,1.1
,0300-781,44.791,-78.0478,0.6
,0300-230,45.6608,-22.8678,3.8
,0300-423,45.6261,-42.3328,0.7
,0300-222,45.78,-22.2132,1.6
,0301-482,45.7087,-48.2898,0.3
,0301-252,45.9628,-25.2738,1.1
,0302-504,45.9101,-50.5489,2.9
,0302-611,45.8608,-61.1356,2.0
,0302-521,45.9789,-52.1291,2.0
,0302-273,46.1363,-27.4611,0.9
,0302-594,45.9382,-59.4858,0.7
,0302-622,45.9016,-62.2441,0.7
,0302-522,46.0326,-52.1593,2.0
,0302-471,46.0872,-47.1128,0.3
,0302-274,46.2359,-27.5064,0.3
,0302-273,46.2825,-27.3366,15.2
,0303-742,45.7285,-74.2507,0.4
,0303-490,46.247,-48.9684,0.4
,0303-232,46.4331,-23.2588,0.8
,0304-391,46.5227,-39.0375,0.8
,0304-470,46.5459,-46.8444,0.7
,0304-255,46.6931,-25.7147,1.1
,0304-470,46.5954,-46.8912,0.8
,0305-622,46.5481,-62.1997,4.5
,0305-512,46.6876,-51.3049,0.4
,0305-224,46.9022,-22.5171,0.4
,0305-824,45.4438,-82.5945,0.6
,0305-622,46.6757,-62.2501,1.9
,0305-824,45.5171,-82.5931,0.5
,0306-343,47.0011,-34.4242,0.3
,0306-231,47.0708,-22.9827,9.9
,0306-702,46.5957,-70.2402,1.1
,0306-324,47.2521,-32.5051,0.4
,0307-810,46.2305,-80.8201,0.3
,0307-252,47.4023,-25.2522,1.8
,0307-411,47.4081,-41.0324,3.6
,0307-705,47.0162,-70.645,0.6
,0307-344,47.4955,-34.491,0.4
,0307-504,47.3869,-50.5991,0.5
,0308-504,47.3994,-50.6008,0.5
,0308-401,47.5433,-40.0028,0.5
,0309-251,47.8271,-25.1321,0.9
,0309-321,47.8195,-32.1054,1.6
,0309-321,47.8277,-32.1355,1.6
,0310-252,48.0557,-25.2029,4.0
,0310-271,48.1098,-27.0548,0.3
,0310-424,48.0256,-42.5596,0.6
,0310-644,47.8753,-64.6045,0.2
,0311-513,48.1313,-51.3451,0.2
,0311-492,48.1795,-49.1852,0.3
,0311-573,48.2661,-57.3424,3.6
,0311-382,48.4303,-38.3027,0.4
,0312-381,48.5277,-37.9947,0.6
,0313-321,48.801,-32.0906,0.5
,0313-581,48.6296,-58.0904,0.4
,0313-225,48.8815,-22.8125,1.1
,0313-765,48.1287,-76.7229,0.7
,0313-545,48.7642,-54.8125,1.3
,0313-371,48.9068,-37.1311,0.5
,0314-242,49.0461,-24.1998,0.9
,0314-762,48.487,-76.1591,0.5
,0314-493,49.1199,-49.4003,0.4
,0315-324,49.3058,-32.5758,1.8
,0315-415,49.2527,-41.7041,0.7
,0315-712,48.8435,-71.2867,0.4
,0315-322,49.3447,-32.276,0.2
,0445-622,71.4373,-62.2877,0.7
,0316-484,49.4057,-48.503,0.3
,0316-573,49.3591,-57.4564,1.3
,0316-543,49.4244,-54.3799,4.0
,0316-455,49.5194,-45.6984,8.1
,0316-371,49.6059,-37.0003,0.3
,0316-235,49.6845,-23.7838,1.8
,0316-573,49.4463,-57.4484,0.3
,0317-324,49.846,-32.6478,0.5
,0317-621,49.5981,-62.0757,0.4
,0317-595,49.7258,-59.7478,0.7
,0318-582,49.8042,-58.2947,0.4
,0318-255,50.0795,-25.6986,0.4
,0318-511,49.9228,-51.05,1.2
,0318-292,50.1086,-29.2338,0.3
,0318-230,50.1668,-22.9306,0.7
,0318-610,49.9065,-60.9435,0.2
,0318-384,50.1329,-38.5356,0.3
,0318-491,50.1063,-49.1156,1.3
,0318-491,50.111,-49.0473,1.3
,0318-254,50.2634,-25.511,0.5
,0319-671,49.8996,-67.002,0.4
,0319-542,50.1637,-54.2943,5.8
,0319-421,50.3393,-41.9948,0.5
,0319-434,50.3698,-43.5849,1.1
,0319-662,50.1476,-66.3129,0.5
,0320-274,50.5491,-27.5921,0.3
,0320-600,50.3625,-59.8502,0.1
,0320-495,50.4863,-49.8021,0.5
,0320-372,50.6687,-37.2159,
,0320-491,50.584,-49.0791,0.3
,0321-464,50.6673,-46.5677,0.4
,0321-291,50.8207,-29.0531,0.4
,0321-424,50.7548,-42.603,3.6
,0321-294,50.8389,-29.5782,0.4
,0321-871,46.8268,-87.1008,1.6
,0322-374,50.9787,-37.5138,0.5
,0322-670,50.7172,-66.8901,0.3
,0322-414,51.1105,-41.636,0.2
,0322-673,50.8557,-67.469,0.2
,0323-420,51.25,-41.8932,2.7
,0323-363,51.3139,-36.3667,2.2
,0445-474,71.6632,-47.6282,0.2
,0324-330,51.5038,-32.8957,1.1
,0324-334,51.5668,-33.551,0.2
,0324-524,51.4311,-52.554,2.2
,0324-362,51.6227,-36.1745,0.3
,0324-342,51.6877,-34.2498,1.1
,0325-355,51.7752,-35.6834,0.7
,0326-485,51.9492,-48.7059,0.9
,0326-260,52.1007,-25.8813,0.1
,0326-311,52.0791,-31.0696,5.4
,0326-335,52.1188,-33.7381,0.6
,0326-594,51.9544,-59.5562,0.3
,0327-732,51.6983,-73.3242,1.0
,0327-231,52.376,-23.034,0.4
,0327-594,52.1085,-59.5068,0.1
,0327-222,52.4251,-22.2791,0.7
,0327-373,52.3799,-37.4758,0.2
,0327-291,52.4472,-29.0343,0.2
,0327-285,52.4818,-28.7761,0.4
,0328-480,52.513,-47.8631,0.5
,0328-320,52.6359,-31.95,0.6
,0329-502,52.6779,-50.3071,0.9
,0329-321,52.8226,-32.0474,0.7
,0329-362,52.8031,-36.239,0.9
,0329-431,52.7785,-43.159,0.1
,0329-324,52.9237,-32.5678,0.2
,0329-313,52.9761,-31.3363,1.1
,0329-715,52.4425,-71.7536,0.5
,0330-324,53.1936,-32.6589,0.5
,0330-391,53.1841,-39.1539,0.3
,0331-323,53.4153,-32.4164,0.4
,0331-360,53.4206,-35.8631,2.2
,0331-432,53.4054,-43.2398,0.8
,0332-251,53.5355,-25.1485,0.4
,0332-490,53.392,-48.9632,1.3
,0332-305,53.5699,-30.732,2.2
,0332-443,53.5622,-44.4888,9.9
,0332-360,53.6743,-35.8624,4.9
,0332-324,53.7385,-32.6343,5.4
,0333-611,53.5549,-61.1008,0.7
,0333-513,53.742,-51.4496,0.9
,0333-360,53.9479,-35.9902,4.9
,0334-483,53.9076,-48.4385,0.9
,0334-254,54.103,-25.6623,0.6
,0334-475,53.9929,-47.7022,0.7
,0334-350,54.1203,-34.9775,4.4
,0334-440,54.1272,-43.956,2.0
,0334-460,54.1488,-45.9611,0.4
,0335-252,54.288,-25.2747,2.8
,0335-244,54.3707,-24.5034,3.1
,0335-434,54.3253,-43.5834,1.2
,0336-323,54.5216,-32.4224,0.7
,0336-693,54.0796,-69.4065,0.3
,0336-232,54.5927,-23.3243,0.1
,0336-231,54.6191,-23.0277,3.6
,0336-232,54.7554,-23.2482,0.2
,0337-334,54.7982,-33.5318,1.3
,0337-353,54.8083,-35.3652,0.7
,0337-312,54.8479,-31.3187,4.5
,0337-355,54.8352,-35.7287,0.7
,0337-390,54.8314,-38.982,2.2
,0337-240,54.919,-23.8439,0.4
,0337-315,54.8869,-31.7938,0.7
,0337-711,54.448,-71.0614,0.2
,0337-303,54.9854,-30.4992,0.2
,0338-551,54.835,-55.084,0.8
,0338-375,55.0221,-37.7861,0.7
,0338-354,55.0395,-35.6311,2.7
,0338-270,55.1207,-26.8597,4.9
,0338-285,55.1157,-28.673,9.0
,0338-315,55.108,-31.6847,0.6
,0338-320,55.1194,-31.8648,0.3
,0338-265,55.171,-26.7866,1.6
,0338-374,55.1693,-37.515,0.5
,0338-453,55.1384,-45.3583,1.6
,0339-263,55.2765,-26.502,0.6
,0339-652,54.8937,-65.3095,0.2
,0339-484,55.1478,-48.6201,0.2
,0339-571,55.0716,-57.0233,0.5
,0339-290,55.4101,-28.8609,0.4
,0339-300,55.4049,-29.8542,0.4
,0339-381,55.4073,-38.011,1.3
,0339-625,55.1619,-62.7822,0.3
,0339-541,55.3001,-54.0108,0.4
,0340-280,55.5317,-27.868,1.6
,0340-244,55.556,-24.6581,0.5
,0340-381,55.4945,-38.0313,4.9
,0340-221,55.7054,-22.1087,1.8
,0341-432,55.678,-43.2988,0.7
,0341-534,55.7361,-53.6375,17.9
,0341-360,55.9031,-35.8546,3.6
,0341-250,55.9916,-24.9232,0.4
,0341-283,56.0116,-28.3966,0.4
,0341-473,55.8848,-47.493,0.3
,0343-541,56.0714,-54.0722,0.4
,0343-362,56.2496,-36.321,0.9
,0343-435,56.2152,-43.7093,1.8
,0343-383,56.2613,-38.3827,0.6
,0343-471,56.3211,-47.0148,0.3
,0343-495,56.3127,-49.7431,0.3
,0344-363,56.478,-36.3653,2.0
,0344-335,56.5769,-33.7606,1.0
,0344-365,56.5591,-36.6973,1.3
,0344-300,56.7024,-29.9411,1.1
,0345-854,53.8733,-85.6105,1.8
,0345-335,56.7685,-33.7164,2.2
,0345-363,56.752,-36.4414,0.3
,0345-325,56.7947,-32.7782,0.5
,0345-362,56.7776,-36.3265,0.8
,0345-480,56.736,-48.0031,0.2
,0345-450,56.8291,-44.9051,2.2
,0346-704,56.4909,-70.5979,0.3
,0346-365,57.037,-36.7392,0.7
,0346-634,56.7442,-63.6569,0.5
,0346-570,56.9314,-56.9558,0.5
,0346-393,57.1233,-39.4262,1.3
,0346-222,57.2531,-22.2399,1.0
,0347-483,57.1768,-48.4166,0.9
,0347-682,56.8798,-68.2227,1.3
,0347-370,57.3014,-37.0119,0.4
,0347-472,57.2749,-47.2153,0.1
,0347-442,57.3249,-44.2238,0.9
,0347-754,56.7182,-75.551,0.4
,0347-533,57.3205,-53.4056,0.3
,0348-502,57.5906,-50.3,0.4
,0349-383,57.9157,-38.4528,1.8
,0349-714,57.4222,-71.6318,5.4
,0350-374,57.9588,-37.6063,0.9
,0350-321,58.0963,-32.1235,0.3
,0350-444,58.0373,-44.5351,1.1
,0351-600,57.9946,-59.9286,0.9
,0351-290,58.4301,-28.9598,0.8
,0352-360,58.6222,-35.9674,1.8
,0352-445,58.6215,-44.7558,1.1
,0353-431,58.7058,-43.0411,0.5
,0353-535,58.6279,-53.8077,1.3
,0353-452,58.7456,-45.3197,0.3
,0353-704,58.3127,-70.5454,1.1
,0353-494,58.7605,-49.6148,1.8
,0353-355,58.956,-35.8071,0.4
,0354-423,58.9438,-42.3654,7.6
,0354-462,58.9708,-46.2023,0.3
,0354-721,58.5005,-72.1313,0.2
,0354-621,58.8215,-62.1837,0.3
,0355-593,59.1691,-59.3934,0.9
,0355-463,59.3434,-46.3705,1.1
,0356-522,59.3309,-52.2572,0.4
,0356-353,59.553,-35.4479,0.7
,0356-425,59.5483,-42.693,0.1
,0356-402,59.6124,-40.2282,0.2
,0356-443,59.584,-44.4665,3.6
,0357-260,59.8071,-25.8939,0.4
,0357-633,59.5088,-63.475,0.4
,0357-432,59.8342,-43.3392,0.3
,0357-401,59.8625,-40.1393,0.2
,0357-365,59.9234,-36.7078,0.9
,0358-715,59.4141,-71.7568,0.3
,0358-735,59.4205,-73.697,13.0
,0358-320,60.1604,-32.0154,0.4
,0358-623,59.8726,-62.5098,0.7
,0358-445,60.1215,-44.8087,0.4
,0359-783,59.2671,-78.4088,4.9
,0359-623,60.0262,-62.5055,0.3
,0359-314,60.3454,-31.6878,0.2
,0359-525,60.2299,-52.8294,6.9
,0400-513,60.3536,-51.4232,3.1
,0400-420,60.4645,-41.9401,1.1
,0400-393,60.5035,-39.4619,0.4
,0400-423,60.6347,-42.5109,0.5
,0401-632,60.4208,-63.2855,0.2
,0401-641,60.4282,-64.0972,3.1
,0401-361,60.7673,-36.1447,0.4
,0401-634,60.5288,-63.6677,0.6
,0401-425,60.7996,-42.6999,0.3
,0401-532,60.7766,-53.315,9.9
,0402-433,60.9814,-43.364,5.6
,0402-354,61.0907,-35.6477,6.3
,0402-635,60.775,-63.7887,0.2
,0402-631,60.8185,-63.1105,0.4
,0402-631,60.8706,-63.1941,0.5
,0403-435,61.1853,-43.8516,1.8
,0403-435,61.1977,-43.855,1.8
,0403-435,61.1978,-43.85,1.8
,0403-555,61.0736,-55.7747,1.3
,0403-702,60.7527,-70.2557,0.5
,0403-440,61.2101,-43.8667,1.8
,0403-554,61.1056,-55.5565,0.1
,0403-465,61.2508,-46.8586,0.8
,0403-604,61.1015,-60.6866,0.4
,0404-720,60.9617,-71.9334,0.2
,0404-271,61.619,-27.1565,0.3
,0404-624,61.3414,-62.6911,0.4
,0404-275,61.7111,-27.8269,0.6
,0404-385,61.652,-38.7851,0.6
,0404-524,61.5318,-52.6716,1.1
,0405-371,61.8011,-37.0491,0.5
,0405-401,61.7958,-40.1758,0.4
,0405-433,61.8873,-43.4179,3.0
,0405-552,61.7689,-55.3243,1.3
,0406-433,61.9163,-43.4313,3.0
,0406-433,61.9286,-43.4497,3.0
,0406-433,61.9287,-43.4414,3.0
,0406-433,61.9453,-43.4415,3.0
,0406-750,61.3079,-74.9835,0.4
,0407-453,62.252,-45.5295,1.1
,0407-605,62.128,-60.8277,1.0
,0407-553,62.228,-55.4629,0.2
,0408-312,62.5114,-31.2604,1.3
,0408-625,62.1895,-62.8014,1.0
,0408-373,62.5177,-37.4988,0.4
,0408-814,61.1211,-81.6844,0.2
,0408-561,62.4724,-56.119,2.2
,0408-302,62.7166,-30.3363,1.0
,0408-740,62.0212,-73.9065,0.6
,0409-355,62.7327,-35.8281,0.9
,0409-474,62.6783,-47.5497,4.5
,0409-594,62.5388,-59.6511,0.9
,0409-415,62.7647,-41.8316,1.2
,0409-474,62.7281,-47.5633,4.5
,0409-630,62.5417,-63.0196,1.1
,0409-474,62.7696,-47.5684,4.5
,0409-424,62.8164,-42.6602,0.1
,0409-862,59.1828,-86.3374,0.2
,0409-584,62.6671,-58.6616,0.3
,0409-475,62.8639,-47.7088,0.3
,0409-563,62.7621,-56.4853,1.2
,0410-325,63.0136,-32.8676,1.3
,0410-330,63.0218,-32.8793,2.0
,0410-560,62.8266,-56.0355,0.2
,0410-291,63.1151,-29.058,2.2
,0410-291,63.1649,-29.0682,2.2
,0410-422,63.0775,-42.2463,1.7
,0410-481,63.0423,-48.168,0.4
,0410-421,63.1031,-42.1698,0.8
,0410-422,63.1026,-42.2281,1.7
,0410-421,63.1198,-42.1632,0.8
,0410-502,63.046,-50.2563,0.6
,0410-560,63.0198,-55.8747,0.3
,0411-591,62.9828,-59.163,2.0
,0411-324,63.2485,-32.5503,1.3
,0411-584,63.0174,-58.5631,0.9
,0411-422,63.289,-42.3239,0.4
,0411-240,63.4295,-24.0293,1.3
,0411-314,63.4246,-31.6444,1.3
,0411-575,63.1838,-57.7405,2.5
,0411-372,63.3968,-37.2893,0.4
,0411-320,63.4557,-31.9978,0.6
,0411-822,61.7903,-82.2876,0.9
,0412-540,63.3654,-53.9178,0.4
,0412-612,63.2948,-61.2428,0.5
,0412-474,63.488,-47.6365,0.4
,0412-612,63.3074,-61.2345,0.5
,0412-660,63.2346,-66.0094,0.4
,0413-521,63.5862,-52.1387,0.2
,0413-554,63.5413,-55.7053,0.3
,0413-283,63.7925,-28.4859,0.4
,0413-561,63.6524,-56.0791,1.8
,0413-590,63.6129,-58.9657,2.8
,0413-380,63.8535,-38.0196,1.1
,0413-352,63.8799,-35.343,1.6
,0413-454,63.8186,-45.6029,0.7
,0413-560,63.7201,-55.9928,0.3
,0414-510,63.8323,-50.9464,0.6
,0414-331,64.0401,-33.0621,0.9
,0414-524,63.9256,-52.6036,0.3
,0414-491,64.0338,-49.189,30.5
,0415-475,64.1261,-47.8527,1.6
,0415-743,63.6097,-74.5251,8.3
,0415-260,64.4017,-25.9452,0.9
,0415-301,64.416,-30.062,1.3
,0415-502,64.3294,-50.3353,0.9
,0416-690,64.0882,-68.935,1.1
,0416-424,64.5126,-42.7109,0.3
,0416-501,64.4435,-50.1608,1.3
,0416-690,64.1135,-68.9218,1.1
,0416-502,64.5452,-50.3629,0.3
,0416-555,64.5167,-55.7629,0.4
,0417-625,64.4096,-62.7877,4.0
,0417-421,64.7122,-42.2085,0.6
,0417-662,64.4582,-66.3098,1.5
,0417-754,64.0582,-75.6772,0.4
,0417-571,64.7007,-57.1171,0.4
,0417-391,64.9142,-39.1726,0.5
,0417-532,64.7849,-53.3573,0.5
,0418-582,64.733,-58.2556,0.3
,0418-623,64.6625,-62.3988,1.2
,0418-665,64.5619,-66.7552,0.6
,0418-623,64.7076,-62.424,0.4
,0418-364,65.0358,-36.6881,1.1
,0418-625,64.7319,-62.8508,0.3
,0418-623,64.7619,-62.4059,0.2
,0418-483,64.9689,-48.3814,0.2
,0418-470,65.0744,-46.9401,2.5
,0418-513,65.0528,-51.4401,1.3
,0419-573,64.9955,-57.3967,0.2
,0419-480,65.2021,-47.9207,0.2
,0419-482,65.2903,-48.2561,3.6
,0419-625,65.1174,-62.8741,0.9
,0420-440,65.5418,-43.9738,0.8
,0420-570,65.492,-56.9772,0.2
,0421-562,65.6219,-56.3345,0.3
,0421-681,65.4987,-68.1428,0.2
,0422-280,66.0764,-27.9409,1.2
,0422-670,65.6184,-66.9349,0.4
,0422-275,66.094,-27.7677,3.6
,0422-654,65.6954,-65.6418,0.3
,0422-514,65.9404,-51.5957,1.1
,0422-514,65.9405,-51.5891,0.2
,0422-542,65.9369,-54.2608,0.3
,0422-473,66.0832,-47.5263,2.7
,0422-485,66.0792,-48.763,0.2
,0423-292,66.2521,-29.2317,0.8
,0423-264,66.279,-26.6985,8.5
,0423-671,65.8324,-67.1325,0.5
,0423-264,66.4128,-26.5874,8.5
,0424-445,66.4079,-44.7977,1.1
,0424-445,66.4122,-44.7844,1.1
,0424-605,66.2173,-60.7989,0.1
,0424-372,66.5171,-37.2614,0.3
,0424-433,66.4741,-43.3946,3.0
,0424-493,66.4295,-49.4562,0.5
,0424-474,66.4696,-47.558,0.3
,0424-432,66.5201,-43.3631,3.0
,0424-744,65.841,-74.6266,0.4
,0424-565,66.3868,-56.8612,0.3
,0424-565,66.4968,-56.7284,0.3
,0425-421,66.6719,-42.1121,1.7
,0425-412,66.7538,-41.2341,0.2
,0425-333,66.8501,-33.5261,1.3
,0425-491,66.7698,-49.121,9.0
,0425-473,66.794,-47.5511,0.7
,0425-612,66.6053,-61.3524,0.7
,0425-334,66.9327,-33.6215,1.1
,0426-424,66.9046,-42.6465,0.7
,0426-425,66.9326,-42.785,0.4
,0426-551,66.8055,-55.183,0.2
,0426-481,66.9457,-48.1818,0.2
,0426-550,66.8949,-55.0268,2.0
,0426-480,66.9857,-47.927,10.8
,0426-484,67.0109,-48.7188,0.5
,0426-621,66.8215,-62.1717,0.2
,0426-550,66.9776,-55.0555,1.1
,0426-430,67.1092,-43.0441,0.3
,0426-475,67.0739,-47.8324,10.8
,0427-475,67.12,-47.7959,10.8
,0427-474,67.1425,-47.6227,0.2
,0427-373,67.2686,-37.4781,1.5
,0427-821,65.6874,-82.0746,0.5
,0427-273,67.403,-27.4235,1.6
,0427-480,67.2799,-48.0283,1.1
,0427-454,67.324,-45.5918,0.5
,0427-615,67.1325,-61.7797,0.1
,0518-261,80.1724,-26.1646,0.2
,0428-390,67.4993,-38.9458,0.3
,0428-484,67.502,-48.6726,0.8
,0428-450,67.5828,-45.0296,0.3
,0429-545,67.6048,-54.7699,0.4
,0429-505,67.6585,-50.7467,0.5
,0429-442,67.752,-44.237,0.4
,0429-485,67.7212,-48.792,0.7
,0430-285,68.0524,-28.8581,0.8
,0430-520,67.8723,-52.0294,2.2
,0430-303,68.064,-30.3965,0.4
,0430-605,67.7583,-60.7792,1.0
,0430-423,68.0001,-42.4631,0.1
,0430-613,67.807,-61.4794,0.2
,0430-621,67.8048,-62.2044,0.5
,0430-632,67.785,-63.3194,1.0
,0430-392,68.0999,-39.2935,1.8
,0430-322,68.1775,-32.2371,0.6
,0431-434,68.1683,-43.7255,1.3
,0431-624,67.9283,-62.6517,0.2
,0431-490,68.2187,-48.9242,0.4
,0432-625,68.1396,-62.8643,1.3
,0433-400,68.735,-40.0347,1.6
,0433-654,68.4821,-65.7077,0.7
,0433-393,68.8763,-39.5137,1.3
,0434-350,68.9838,-34.9674,4.5
,0434-360,69.01,-35.9975,1.4
,0434-223,69.1497,-22.4447,0.5
,0435-401,69.1747,-40.2017,0.5
,0435-394,69.204,-39.6468,0.8
,0435-465,69.1416,-46.895,0.7
,0435-585,69.0347,-58.8615,1.4
,0435-383,69.2964,-38.4222,0.2
,0435-443,69.2475,-44.4538,0.6
,0435-383,69.3164,-38.529,0.7
,0435-524,69.221,-52.5722,1.8
,0435-443,69.3134,-44.5241,0.3
,0435-521,69.2382,-52.1806,1.3
,0435-322,69.4377,-32.3761,1.0
,0436-593,69.2184,-59.5274,0.1
,0436-560,69.3467,-55.9195,0.8
,0436-472,69.4499,-47.2631,0.7
,0436-465,69.4756,-46.7615,0.1
,0436-644,69.2251,-64.576,0.3
,0436-461,69.51,-46.2167,0.4
,0436-342,69.6877,-34.2539,0.5
,0437-273,69.8209,-27.5361,0.1
,0437-621,69.4655,-62.2253,0.5
,0437-644,69.464,-64.6538,0.5
,0437-780,68.8119,-78.034,1.1
,0437-314,69.9165,-31.7083,0.4
,0437-365,69.8987,-36.8499,9.0
,0438-503,69.8313,-50.5299,0.4
,0438-641,69.6142,-64.1144,0.4
,0438-354,69.9905,-35.632,0.9
,0438-541,69.836,-54.2117,2.5
,0438-444,69.9447,-44.6386,1.3
,0438-472,69.9443,-47.3137,0.4
,0438-473,69.9547,-47.5304,0.6
,0438-661,69.6465,-66.2297,0.6
,0438-530,69.9515,-53.0022,26.9
,0438-445,70.0796,-44.8942,0.3
,0438-481,70.0728,-48.1876,0.7
,0438-511,70.0494,-51.0926,1.0
,0439-373,70.2473,-37.5699,0.6
,0439-393,70.237,-39.4965,0.8
,0439-585,70.0795,-58.7463,0.6
,0439-621,70.0235,-62.1562,0.4
,0439-525,70.1833,-52.7516,3.8
,0439-631,70.1087,-63.2083,0.3
,0440-215,70.6064,-21.7896,0.2
,0440-415,70.4758,-41.9027,0.7
,0440-453,70.5407,-45.423,0.4
,0440-645,70.2984,-64.8276,0.3
,0440-442,70.6137,-44.2583,14.3
,0440-433,70.6244,-43.5217,0.6
,0440-621,70.3854,-62.1312,0.4
,0441-473,70.6671,-47.4086,0.2
,0441-633,70.4499,-63.5432,0.5
,0441-614,70.4976,-61.7317,0.1
,0441-334,70.8447,-33.6375,1.8
,0441-473,70.7874,-47.4392,0.2
,0441-624,70.5812,-62.6888,0.2
,0442-622,70.7759,-62.3296,0.3
,0442-622,70.7759,-62.328,0.9
,0442-580,70.8661,-57.9315,0.1
,0443-625,70.9298,-62.8937,0.6
,0443-360,71.3661,-35.9216,6.7
,0443-624,71.0481,-62.6142,0.6
,0443-301,71.4165,-30.1268,0.2
,0443-542,71.2565,-54.3082,0.1
,0444-581,71.2419,-58.0783,0.4
,0444-621,71.2642,-62.2235,1.1
,0445-490,71.6193,-49.0431,0.4
,0445-360,71.7407,-35.9134,1.8
,0445-445,71.6698,-44.7832,0.4
,0445-525,71.5868,-52.8997,0.4
,0445-635,71.4158,-63.7993,0.4
,0445-572,71.5738,-57.3431,5.6
,0445-483,71.7035,-48.5551,0.1
,0445-622,71.5679,-62.3983,0.6
,0445-444,71.8371,-44.6856,0.8
,0446-623,71.6413,-62.462,13.4
,0446-634,71.8494,-63.7313,3.0
,0447-593,72.021,-59.4202,1.3
,0447-593,72.0751,-59.4155,1.3
,0447-595,72.089,-59.7956,2.0
,0448-574,72.2297,-57.6578,0.7
,0448-235,72.5354,-23.8919,0.1
,0448-492,72.382,-49.2916,0.2
,0448-622,72.2078,-62.3962,0.4
,0448-594,72.2875,-59.6265,0.2
,0448-604,72.305,-60.6849,0.6
,0448-622,72.2958,-62.3583,0.4
,0448-452,72.5921,-45.3758,0.8
,0449-424,72.7249,-42.6297,0.4
,0449-472,72.7099,-47.3781,0.3
,0449-482,72.7168,-48.3215,0.4
,0449-625,72.5057,-62.8293,0.4
,0449-612,72.6075,-61.3614,1.4
,0450-612,72.6576,-61.3483,1.4
,0450-462,72.9483,-46.4125,0.2
,0450-635,72.7578,-63.7922,0.1
,0450-614,72.8594,-61.6442,1.3
,0450-634,72.8348,-63.6992,1.2
,0450-620,72.8767,-62.011,0.1
,0451-453,73.2691,-45.5006,0.6
,0452-630,73.1339,-62.9839,1.0
,0452-594,73.2206,-59.7425,8.1
,0452-360,73.4929,-35.9248,0.8
,0452-640,73.2556,-63.9962,0.2
,0452-260,73.7516,-26.0342,0.2
,0453-632,73.3778,-63.4017,0.2
,0453-372,73.7159,-37.3226,6.9
,0453-385,73.705,-38.7692,0.1
